NAME                                                                              USED  AVAIL  REFER  MOUNTPOINT
StoragePool/MonitorScripts@autosnap_2017-08-01_00:04:01_daily                       8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-01_00:04:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-01_00:04:01_monthly                     8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-01_00:12:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-01_00:12:01_monthly                     8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-01_00:12:01_daily                       8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-01_05:01:02_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-01_05:02:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-01_05:05:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-01_05:10:02_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-01_05:12:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-01_05:14:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-01_05:15:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-01_10:00:02_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-01_10:01:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-01_10:03:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-01_10:05:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-01_15:08:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-01_15:11:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-01_15:15:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-01_20:04:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-01_20:05:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-01_20:10:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-02_00:02:01_daily                       8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-02_00:02:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-02_00:03:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-02_00:03:01_daily                       8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-02_00:04:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-02_00:04:01_daily                       8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-02_00:06:01_daily                       8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-02_00:06:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-02_00:07:01_daily                       8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-02_00:07:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-02_00:08:02_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-02_00:08:02_daily                       8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-02_00:14:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-02_00:14:01_daily                       8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-02_05:02:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-02_05:14:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-02_10:00:02_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-02_10:04:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-02_10:10:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-03_00:04:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-03_00:04:01_daily                       8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-03_00:05:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-03_00:05:01_daily                       8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-03_00:06:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-03_00:06:01_daily                       8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-03_00:08:01_daily                       8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-03_00:08:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-03_00:14:01_daily                       8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-03_00:14:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-03_05:00:02_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-03_05:05:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-03_05:06:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-03_05:11:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-03_05:13:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-03_05:14:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-03_05:15:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-03_10:04:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-03_10:10:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-03_10:15:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-03_15:02:02_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-03_15:09:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-03_15:12:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-03_15:13:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-03_20:00:02_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-03_20:01:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-03_20:03:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-03_20:04:02_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-03_20:08:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-03_20:14:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-03_20:15:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-04_00:05:01_daily                       8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-04_00:05:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-04_00:08:01_daily                       8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-04_00:08:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-04_00:10:01_daily                       8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-04_00:10:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-04_00:12:02_daily                       8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-04_00:12:02_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-04_00:13:01_daily                       8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-04_00:13:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-04_05:00:02_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-04_05:06:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-04_05:13:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-04_05:14:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-04_05:15:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-04_10:01:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-04_10:02:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-04_10:07:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-04_10:11:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-04_10:12:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-04_10:14:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-04_15:01:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-04_15:03:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-04_15:10:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-04_15:12:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-04_15:14:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-04_15:15:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-04_20:00:02_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-04_20:01:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-04_20:02:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-04_20:04:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-04_20:07:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-04_20:09:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-04_20:11:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-05_00:00:02_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-05_00:00:02_daily                       8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-05_00:02:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-05_00:02:01_daily                       8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-05_00:04:01_daily                       8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-05_00:04:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-05_00:08:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-05_00:08:01_daily                       8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-05_00:11:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-05_00:11:01_daily                       8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-05_00:15:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-05_00:15:01_daily                       8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-05_05:00:03_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-05_05:11:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-05_05:12:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-05_05:13:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-05_05:14:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-05_05:15:02_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-05_10:01:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-05_10:04:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-05_10:05:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-05_10:06:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-05_10:07:02_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-05_10:08:02_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-05_10:11:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-05_10:15:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-05_15:00:02_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-05_15:02:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-05_15:08:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-05_15:09:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-05_15:10:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-05_15:11:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-05_15:14:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-05_20:02:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-05_20:03:02_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-05_20:05:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-05_20:07:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-05_20:08:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-05_20:11:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-05_20:13:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-06_00:06:01_daily                       8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-06_00:06:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-06_00:08:01_daily                       8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-06_00:08:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-06_00:09:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-06_00:09:01_daily                       8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-06_00:12:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-06_00:12:01_daily                       8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-06_00:13:01_daily                       8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-06_00:13:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-06_00:14:02_daily                       8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-06_00:14:02_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-06_00:15:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-06_00:15:01_daily                       8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-06_05:00:02_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-06_05:01:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-06_05:04:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-06_05:07:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-06_05:10:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-06_05:11:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-06_05:13:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-06_05:15:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-06_10:05:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-06_10:06:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-06_10:07:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-06_10:14:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-06_15:00:03_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-06_15:01:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-06_15:03:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-06_15:05:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-06_15:07:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-06_15:08:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-06_15:14:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-06_20:04:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-06_20:05:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-06_20:07:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-06_20:08:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-06_20:11:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-06_20:13:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-07_00:00:02_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-07_00:00:02_daily                       8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-07_00:05:02_daily                       8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-07_00:05:02_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-07_00:12:01_daily                       8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-07_00:12:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-07_00:14:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-07_00:14:01_daily                       8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-07_05:01:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-07_05:02:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-07_05:03:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-07_05:04:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-07_05:08:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-07_05:14:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-07_05:15:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-07_10:00:02_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-07_10:02:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-07_10:04:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-07_10:05:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-07_10:06:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-07_10:10:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-07_10:13:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-07_10:15:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-07_15:00:02_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-07_15:02:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-07_15:03:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-07_15:04:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-07_15:07:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-07_15:08:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-07_15:09:02_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-07_15:12:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-07_15:13:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-07_15:14:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-07_20:01:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-07_20:04:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-07_20:06:02_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-07_20:12:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-07_20:15:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-08_00:00:02_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-08_00:00:02_daily                       8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-08_00:02:01_daily                       8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-08_00:02:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-08_00:10:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-08_00:10:01_daily                       8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-08_00:11:01_daily                       8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-08_00:11:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-08_00:13:02_daily                       8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-08_00:13:02_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-08_00:15:01_daily                       8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-08_00:15:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-08_05:03:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-08_05:08:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-08_05:09:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-08_05:15:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-08_10:01:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-08_10:06:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-08_10:12:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-08_15:00:02_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-08_15:01:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-08_15:03:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-08_15:05:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-08_15:08:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-08_15:11:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-08_15:14:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-08_20:00:02_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-08_20:02:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-08_20:03:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-08_20:06:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-08_20:09:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-08_20:10:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-08_20:11:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-09_00:03:01_daily                       8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-09_00:03:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-09_00:05:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-09_00:05:01_daily                       8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-09_00:07:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-09_00:07:01_daily                       8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-09_00:08:01_daily                       8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-09_00:08:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-09_00:10:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-09_00:10:01_daily                       8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-09_00:13:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-09_00:13:01_daily                       8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-09_00:14:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-09_00:14:01_daily                       8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-09_00:15:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-09_00:15:01_daily                       8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-09_05:02:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-09_05:08:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-09_05:09:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-09_05:10:02_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-09_05:12:02_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-09_05:13:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-09_10:07:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-09_10:15:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-09_15:01:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-09_15:03:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-09_15:09:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-09_20:00:02_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-09_20:02:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-09_20:10:01_hourly                     64K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-09_20:12:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-09_20:14:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-10_00:00:02_daily                       8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-10_00:00:02_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-10_00:01:01_daily                       8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-10_00:01:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-10_00:03:02_daily                       8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-10_00:03:02_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-10_00:04:01_hourly                      8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-10_00:04:01_daily                       8K      -   160K  -
StoragePool/MonitorScripts@autosnap_2017-08-10_00:08:01_daily                       8K      -   160K  -
